text,sentiment
"Playing with Nexus this morning,  have no idea about its screen, it is really average",2
"Just got Galaxy tonight, a little bit love its camera, it is awesome",3
"Making call from San Francisco, a little bit like T-Mobile, the coverage is simply awesome",3
"Checking Surface today, really love its screen, it is really amazing",4
"Using Nexus today, really like its screen, it is really awesome",4
"Just received Nexus tonight, sort of love its screen, it is just good",3
"Just got iPhone this morning, extremely hate the screen, it is bad",0
"Trying to connect from Los Angeles, extremely love T-Mobile, my speed is simply awesome",4
"Checking Surface today, extremely love the size, it is amazing",4
"Making call from San Francisco, kind of hate AT&T, the service is simply awful",1
"Making call from New York,  have no idea about T-Mobile, my service is simply so so",2
"Just got iPhone this morning, a little bit love the screen, it is just good",3
"Checking Nexus tonight, sort of dislike the size, it is really awful",1
"Just received Surface this morning, extremely hate its size, it is awful",0
"Just received Nexus this morning, extremely like its screen, it is really good",4
"Texting from San Francisco,  have no idea about T-Mobile, my speed is really alright",2
"Texting from New York, quite hate T-Mobile, the coverage is simply awful",0
"Browsing from San Francisco, sort of hate AT&T, my speed is just bad",1
"Checking messages from New York, a little bit hate T-Mobile, my speed is really terrible",1
"Making call from Los Angeles, kind of dislike Verizon, my coverage is really bad",1
"Browsing from New York, sort of hate T-Mobile, the service is simply awful",1
"Checking messages from San Francisco, a little bit dislike AT&T, my speed is simply awful",1
"Texting from New York, quite like AT&T, my speed is just good",4
"Trying to connect from Los Angeles,  have no idea about T-Mobile, my speed is really okey",2
"Using Surface today,  have no idea about the screen, it is just so so",2
"Playing with iPhone tonight, really like its size, it is amazing",4
"Trying to connect from San Francisco,  have no idea about Aa&T, my service is just okey",2
"Using iPhone tonight, sort of dislike the size, it is just bad",1
"Using Kindle tonight, sort of like its camera, it is awesome",3
"Trying to connect from San Francisco, really dislike TA&T, the coverage is just bad",0
"Making call from Vegas, kind of hate Sprint, my speed is really terrible",1
"Making call from New York, extremely like T-Mobile, my service is simply good",4
"Checking messages from New York, really dislike AT&T, the service is simply terrible",0
"Texting from Vegas, quite hate Telecom, the speed is really terrible",0
"Texting from New York, really love AT&T, the speed is really awesome",4
"Just got iPhone this morning, a little bit like the screen, it is really amazing",3
"Just received iPhone tonight,  have no idea about the size, it is really so so",2
"Texting from San Diego, really dislike Sprint, my speed is really bad",0
"Checking iPhone this morning,  have no idea about the size, it is really alright",2
"Texting from San Francisco, a little bit love Verizon, the service is simply amazing",3
"Just received Kindae tonight, really like its battery, it is really awesome",4
"Texting from San Diego, sort of hate Virgin, my service is simply terrible",1
"Texting from New York, really hate AT&T, my speed is just terrible",0
"Trying to connect from Seattle,  have no idea about Virgin, my speed is simply so so",2
"Trying to connect from Newport, quite dislike DTC, my service is just awful",0
"Checking Kindle this morning, quite like the battery, it is amazing",4
"Just got iPhone tonight, sort of love its screen, it is amazing",3
"Checking iPad tonight, extremely dislike the camera, it is bad",0
"Just got iPhone today, quite love its screen, it is just good",4
"Browsing from New York, quite hate T-Mobile, the service is simply awful",0
"Playing with iPhone tonight, extremely dislike the size, it is just awful",0
"Browsing from Los Angeles,  have no idea about Verizon, my service is simply average",2
"Texting from Vegas, a little bit like Virgin, my speed is just amazing",3
"Checking Nexus today, sort of dislike its size, it is just terrible",1
"Making call from New York, kind of love T-Mobile, the speed is simply awesome",3
"Just got Surface tonight, a little bit dislike the size, it is really bad",1
"Using Surface tonight, sort of love its size, it is awesome",3
"Playing with Surface this morning, sort of dislike the size, it is really terrible",1
"Texting from Los Angeles, quite like Verizon, my coverage is just good",4
"Making call from San Diego, kind of love Virgin, the coverage is really awesome",3
"Trying to connect from Los Angeles, kind of hate AT&T, my coverage is just terrible",1
"Just got iPhone this morning, kind of dislike the screen, it is just bad",1
"Using Nexus this morning,  have no idea about the size, it is alright",2
"Checking messages from Los Angeles, a little bit dislike T-Mobile, my coverage is simply terrible",1
"Texting from New York, sort of dislike Verizon, the speed is really awful",1
"Using XPeria tonight, quite like its resolution, it is really good",4
"Browsing from Los Angeles,  have no idea about Verizon, the speed is simply alright",2
"Making call from Miami, extremely dislike miSpot, the coverage is simply awful",0
"Checking messages from Los Angeles, quite dislike Verizon, my coverage is really terrible",0
"Making call from San Diego, a little bit like Virgin, my coverage is simply amazing",3
"Using Galaxy tonight, really love its camera, it is amazing",4
"Using iPhone this morning, a little bit like the size, it is really awesome",3
"Browsing from San Francisco, kind of love AT&T, the coverage is simply amazing",3
"Making call from San Francisco, really dislike Verizon, the coverage is really terrible",0
"Trying to connect from San Diego, extremely hate Sprint, the service is just bad",0
"Making call from San Francisco,  have no idea about Verizon, the speed is simply so so",2
"Just received Nexsu this morning, extremely dislike the size, it is just bad",0
"Just received iPad tonight, a little bit like the battery, it is just awesome",3
"Making call from San Francisco,  have no idea about AT&T, the coverage is simply alright",2
"Checking iPhone this morning, quite dislike the screen, it is terrible",0
"Browsing from San Diego, kind of love Virgin, my service is just good",3
"Checking Surface today, really dislike the size, it is just terrible",0
"Just got iPhone today, extremely like the size, it is just amazing",4
"Just received Surface today, a little bit like the size, it is just good",3
"Checking messages from New York,  have no idea about Verizon, the speed is just so so",2
"Playing with Surface tonight, quite like its size, it is really amazing",4
"Texting from Irvine, kind of dislike miSpot, my coverage is just awful",1
"Playing with Nexus this morning,  have no idea about the screen, it is average",2
"Making call from Los Angeles, extremely love AT&T, my service is just amazing",4
"Checking messages from Los Angeles, kind of love Verizon, my coverage is really amazing",3
"Just got Nexus this morning, really like the size, it is amazing",4
"Texting from New York,  have no idea about Verizon, my service is really alright",2
"Checking Surface today, really dislike the screen, it is really awful",0
"Checking Galaxy today, kind of like its battery, it is really awesome",3
"Playing with Nexus tonight,  have no idea about the size, it is really alright",2
"Just received iPhone this morning, kind of love its size, it is just awesome",3
"Making call from Los Angeles, a little bit like AT&T, the coverage is really good",3
"Trying to connect from Newport, a little bit like DTC, my service is just awesome",3
"Texting from San Francisco, sort of love AT&T, the speed is simply good",3
"Just got Kindle today, sort of hate the battery, it is awful",1
"Trying to connect from San Francisco, sort of like AT&T, my service is really awesome",3
"Making call from Irvine, a little bit dislike Cellcom, the service is simply bad",1
"Checking messages from Los Angeles, extremely dislike Verizon, the service is just bad",0
"Browsing from Los Angeles, sort of like T-Mobile, the service is simply amazing",3
"Browsing from Los Angeles,  have no idea about T-Mobile, the coverage is simply average",2
"Browsing from New York, a little bit dislike AT&T, my speed is simply terrible",1
"Browsing from New York, extremely like AT&T, the service is just awesome",4
"Making call from San Francisco,  have no idea about T-Mobile, the service is really average",2
"Trying to connect from New York,  have no idea about T-Mobile, my service is simply average",2
"Just received iPhone today, sort of hate the size, it is really bad",1
"Using Kindle this morning, a little bit dislike its battery, it is bad",1
"Playing with Nexus tonight, sort of love the size, it is just good",3
"Texting from New York, really like Verizon, the service is just amazing",4
"Making call from Vegas, kind of dislike Sprint, my speed is simply bad",1
"Checking messages from San Diego, kind of hate Virgin, my service is simply bad",1
"Making call from Los Angeles, quite love T-Mobile, the service is really amazing",4
"Texting from Seattle, really love Telecom, the coverage is really awesome",4
"Just got Nexus today,  have no idea about its screen, it is average",2
"Just received Nexus this morning,  have no idea about the size, it is average",2
"Texting from San Francisco, sort of hate T-Mobile, my coverage is just awful",1
"Browsing from New York, kind of like Verizon, the coverage is simply awesome",3
"Browsing from San Francisco, sort of love T-Mobile, my service is just good",3
"Checking messages from New York,  have no idea about T-Mobile, the speed is really okey",2
"Just received Galaxy tonight, kind of love its battery, it is just good",3
"Using iPad today, kind of love the camera, it is amazing",3
"Texting from New York, kind of like Verizon, my speed is simply awesome",3
"Making call from Seattle,  have no idea about Sprint, my coverage is really okey",2
"Trying to connect from Los Angeles,  have no idea about Verizon, the service is just so so",2
"Checking messages from Los Angeles, quite hate T-Mobile, my coverage is really bad",0
"Trying to connect from New York, quite dislike Verizon, the service is really bad",0
"Playing with iPhone today, kind of hate the screen, it is terrible",1
"Trying to connect from Los Angeles,  have no idea about Verizon, my coverage is really so so",2
"Making call from New York, kind of like AT&T, my coverage is just amazing",3
"Checking Nexus tonight, really hate its size, it is just bad",0
"Trying to connect from Los Angeles, sort of hate o-MTbile, the speed is just bad",1
"Browsing from New York, sort of love Verizon, my coverage is just good",3
"Trying to connect from New York, extremely like T-Mobile, my speed is simply awesome",4
"Browsing from Los Angeles, a little bit love Verizon, the coverage is simply good",3
"Checking messages from San Diego, quite hate Telecom, my coverage is just bad",0
"Using Galaxy this morning,  have no idea about the battery, it is really so so",2
"Trying to connect from Vegas,  have no idea about Vargin, my service is just alright",2
"Just received Surface today, a little bit hate the size, it is bad",1
"Browsing from New York,  have no idea about Verizon, the speed is really alright",2
"Making call from San Diego, kind of dislike Telecom, my coverage is really awful",1
"Checking Surface this morning, kind of like the screen, it is just good",3
"Trying to connect from Los Angeles, extremely dislike T-Mobile, my speed is really awful",0
"Playing with Galaxy tonight, kind of like its battery, it is awesome",3
"Checking iPhone this morning, a little bit dislike its size, it is awful",1
"Using iPad today, quite love the battery, it is just awesome",4
"Making call from Vegas, a little bit dislike Virgin, my service is simply awful",1
"Texting from Vegas, a little bit love Virgin, the speed is really amazing",3
"Making call from Los Angeles,  have no idea about T-Mobile, my coverage is simply average",2
"Making call from Los Angeles, quite dislike T-Mobile, the speed is simply terrible",0
"Making call from Seattle, sort of like Telecom, the service is really amazing",3
"Just received Nexus this morning, really dislike the screen, it is just bad",0
"Making call from Miami, sort of like miSpot, my coverage is really awesome",3
"Playing with iPad today, really like its camera, it is just amazing",4
"Checking messages from New York, a little bit love Verizon, my coverage is simply awesome",3
"Texting from New York, sort of like T-Mobile, my speed is simply awesome",3
"Browsing from Los Angeles, sort of hate Verizon, my service is simply awful",1
"Making call from Vegas,  have no idea about Telecom, the service is really alright",2
"Checking Surface tonight, quite hate the screen, it is just terrible",0
"Checking messages from Vegas, extremely dislike Telecom, my coverage is really awful",0
"Trying to connect from San Francisco, quite like AT&T, my speed is really amazing",4
"Texting from New York, sort of dislike AT&T, the service is just bad",1
"Checking Surface this morning, quite love the size, it is really awesome",4
"Trying to connect from Irvine, extremely hate Cellcom, my speed is simply awful",0
"Just got Surface this morning, a little bit like its size, it is really awesome",3
"Using iPhone today, quite love the size, it is just amazing",4
"Just received iPhone tonight, kind of like the size, it is really awesome",3
"Browsing from New York, sort of like Verizon, the speed is just awesome",3
"Checking iPhone tonight,  have no idea about the size, it is just okey",2
"Playing with Galaxy today, quite dislike its camera, it is really terrible",0
"Making call from Los Angeles, quite like AT&T, my speed is just amazing",4
"Checking messages from Los Angeles, really hate AT&T, the speed is just bad",0
"Making call from San Francisco, extremely hate T-Mobile, my service is simply terrible",0
"Browsing from San Francisco, sort of hate AT&T, my coverage is just bad",1
"Making call from New York, a little bit like AT&T, my coverage is simply good",3
"Checking Surface tonight, extremely hate its screen, it is really awful",0
"Trying to connect from New York, kind of hate T-Mobile, the service is simply terrible",1
"Just got Kindle tonight,  have no idea about its camera, it is alright",2
"Using Kindle tonight, a little bit hate the battery, it is terrible",1
"Checking iPhone tonight, sort of dislike its screen, it is just bad",1
"Trying to connect from New York,  have no idea about AT&T, the service is just okey",2
"Texting from New York,  have no idea about T-Mobile, my service is just okey",2
"Checking messages from Los Angeles, extremely like Verizon, my coverage is just amazing",4
"Checking messages from New York, quite love AT&T, my coverage is simply amazing",4
"Trying to connect from San Francisco, quite hate T-Mobile, my coverage is simply bad",0
"Using iPhone this morning, really like the size, it is just amazing",4
"Browsing from San Francisco, quite dislike Verizon, my speed is just awful",0
"Trying to connect from New York, kind of hate T-Mobile, my coverage is simply terrible",1
"Just received Kindle tonight,  have no idea about its camera, it is just alright",2
"Checking Nexus today, sort of like its screen, it is really amazing",3
"Browsing from New York, quite hate AT&T, my speed is really bad",0
"Playing with Surface tonight, really hate its size, it is bad",0
"Texting from New York, extremely dislike T-Mobile, my service is just bad",0
"Just received iPhone today,  have no idea about its screen, it is just okey",2
"Just received XPeria today, quite love the microphone, it is just amazing",4
"Playing with Surface tonight, quite hate the screen, it is just awful",0
"Texting from Los Angeles,  have no idea about aT&T, the speed is really alright",2
"Playing with Surface tonight, sort of dislike the screen, it is terrible",1
"Checking messages from San Francisco, kind of hate T-Mobile, the coverage is really bad",1
"Using Nexus today, kind of love the screen, it is awesome",3
"Checking messages from San Diego,  have no idea about Sprint, the coverage is just alright",2
"Trying to connect from Los Angeles, quite like AT&T, the service is really awesome",4
"Just received Nexus today, a little bit like its screen, it is good",3
"Just got Surface today, extremely love the size, it is really good",4
"Just received Nexus today, kind of hate its screen, it is just bad",1
"Texting from San Francisco, a little bit like Verizon, the speed is just awesome",3
"Just received iPhone tonight,  have no idea about the screen, it is just average",2
"Playing with Nexus today,  have no idea about the screen, it is really okey",2
"Browsing from Los Angeles,  have no idea about Verizon, the service is really average",2
"Playing with iPhone today, quite hate its size, it is bad",0
"Checking Nexus this morning, sort of hate the size, it is really terrible",1
"Texting from Los Angeles,  have no idea about Verizon, the coverage is really so so",2
"Making call from Vegas,  have no idea about Telecom, the speed is just alright",2
"Texting from New York, kind of like Verizon, the coverage is really good",3
"Making call from San Francisco,  have no idea about AT&T, the coverage is simply okey",2
"Using iPhone tonight, a little bit hate the size, it is really awful",1
"Texting from Los Angeles, really dislike T-Mobile, my speed is simply bad",0
"Just received Surface this morning, kind of dislike the screen, it is awful",1
"Checking iPhone today, sort of hate its screen, it is just bad",1
"Trying to connect from Irvine,  have no idea about Cellcom, my coverage is simply average",2
"Making call from San Francisco, a little bit dislike AT&T, my speed is simply bad",1
"Trying to connect from Los Angeles, quite hate AT&T, my speed is simply bad",0
"Checking messages from New York, kind of hate AT&T, the speed is really terrible",1
"Texting from San Francisco,  have no idea about ATaT, the service is just alright",2
"Trying to connect from New York, a little bit like AT&T, my coverage is just amazing",3
"Trying to connect from Los Angeles,  have no idea about Verozin, the coverage is really so so",2
"Using Nexus today, a little bit dislike the size, it is really bad",1
"Playing with iPhone this morning, quite like the size, it is really amazing",4
"Texting from New York, sort of hate AT&T, the service is just terrible",1
"Just got Surface today,  have no idea about the screen, it is really okey",2
"Checking messages from San Diego, quite love Telecom, the speed is simply good",4
"Making call from Los Angeles, extremely love AT&T, the speed is simply good",4
"Just got Neaus tonight,  have no idea about the size, it is just okey",2
"Just got xeNus this morning, really dislike its screen, it is terrible",0
"Just got Scrfaue today, really love its screen, it is really awesome",4
"Playing with Nexus today, extremely hate the screen, it is bad",0
"Making call from New York, kind of hate T-Mobile, the service is simply awful",1
"Using iPhone today, a little bit like its screen, it is just awesome",3
"Using Galaxy today, extremely like the battery, it is just awesome",4
"Just received Kindle today, a little bit hate the camera, it is really bad",1
"Just received iPhone this morning, kind of dislike the size, it is terrible",1
"Checking Surface this morning, sort of love its screen, it is just amazing",3
"Checking messages from San Francisco, sort of like AT&T, my speed is simply good",3
"Browsing from New York,  have no idea about T-Mobile, my service is simply so so",2
"Texting from New York, quite love T-Mobile, the service is just good",4
"Checking Nexus today, quite hate the size, it is just bad",0
"Texting from San Francisco, sort of love T-Mobile, my service is just good",3
"Using Surface tonight,  have no idea about the size, it is just average",2
"Playing with iPad this morning, sort of hate the battery, it is terrible",1
"Making call from San Diego,  have no idea about Sprint, the speed is really so so",2
"Checking uSrface tonight, really like the screen, it is really amazing",4
"Checking messages from San Francisco, quite love T-Mobile, the coverage is just awesome",4
"Trying to connect from New York, kind of like Verizon, the coverage is really good",3
"Using Nexus tonight, kind of like the screen, it is amazing",3
"Trying to connect from Los Angeles,  have no idea about T-Mobile, the coverage is just alright",2
"Just received Nexus tonight, quite love its size, it is really awesome",4
"Just received Surface this morning, really like the size, it is just good",4
"Texting from New York, kind of hate AT&T, my speed is just terrible",1
"Making call from San Diego, kind of dislike Virgin, my coverage is really bad",1
"Playing with Galaxy today, a little bit like its battery, it is amazing",3
"Just received iPhone this morning, kind of hate its screen, it is really terrible",1
"Checking Kindle today, quite love its camera, it is just good",4
"Playing with iPhone today, quite like its size, it is amazing",4
"Browsing from San Francisco, kind of dislike T-Mobile, my speed is really bad",1
"Using iPhone today,  have no idea about its size, it is really alright",2
"Browsing from Los Angeles, kind of like T-Mobile, the service is simply good",3
"Trying to connect from Irvine, quite like Cellcom, my coverage is simply good",4
"Just received iPhone today, really dislike its screen, it is terrible",0
"Just received Galaxy tonight, really dislike the battery, it is really terrible",0
"Just received iPhone tonight,  have no idea about its screen, it is just okey",2
"Checking messages from New York, sort of hate AT&T, my service is simply awful",1
"Playing with Nexus today, quite dislike its screen, it is really terrible",0
"Playing with Galaxy tonight, sort of dislike its battery, it is just awful",1
"Playing with Nexus tonight, quite like its screen, it is really amazing",4
"Just got Surface tonight, quite dislike its size, it is really awful",0
"Checking Surface this morning,  have no idea about its size, it is just okey",2
"Making call from Los Angeles, quite like Verizon, the service is simply awesome",4
"Checking Surface tonight, quite dislike its size, it is really terrible",0
"Trying to connect from San Diego, a little bit hate Sprint, the speed is just terrible",1
"Just got iPhone this morning, sort of love the screen, it is amazing",3
"Just got Neuxs this morning, kind of love the screen, it is really amazing",3
"Using iPhone today, quite dislike its size, it is just awful",0
"Just got Nexus today, extremely hate the screen, it is just bad",0
"Texting from New York, a little bit like Verizon, my coverage is simply amazing",3
"Checking messages from San Francisco, really like T-Mobile, the coverage is simply good",4
"Using iPhnoe today, kind of dislike the size, it is awful",1
"Using Kindle tonight, extremely love the battery, it is just awesome",4
"Browsing from Los Angeles, kind of like AT&T, the service is just good",3
"Trying to connect from San Francisco, a little bit dislike Verizon, the speed is just terrible",1
"Trying to connect from New York, quite hate Verizon, my speed is really terrible",0
"Texting from San Francisco, a little bit dislike Verizon, my coverage is simply bad",1
"Making call from San Diego, really love Sprint, the service is just good",4
"Trying to connect from San Francisco,  have no idea about AT&T, my coverage is simply alright",2
"Texting from Los Angeles, extremely hate Verizon, my service is simply awful",0
"Texting from Los Angeles,  have no idea about Verizon, my service is just okey",2
"Making call from Los Angeles, extremely dislike AT&T, the speed is really awful",0
"Texting from New York,  have no idea about T-Mobile, my speed is simply average",2
"Browsing from Los Angeles, extremely love AT&T, the coverage is really amazing",4
"Checking messages from New York, kind of like T-Mobile, my service is just amazing",3
"Checking messages from San Francisco,  have no idea about Verizon, my service is really average",2
"Browsing from New York, quite hate Verizon, the speed is just awful",0
"Just received Surface this morning, a little bit like its screen, it is awesome",3
"Just got XPeria today, a little bit like the microphone, it is just amazing",3
"Texting from San Francisco, a little bit hate Verizon, my speed is really awful",1
"Playing with Nexus this morning, sort of love its size, it is really good",3
"Trying to connect from New York, sort of like Verizon, my speed is simply awesome",3
"Just got Nexus today, sort of like the size, it is just awesome",3
"Texting from Los Angeles, quite like T-Mobile, my coverage is really good",4
"Just received Lumia this morning, a little bit dislike its resolution, it is just bad",1
"Using Surface this morning, extremely dislike its screen, it is just terrible",0
"Checking Surface tonight, sort of like its size, it is just good",3
"Browsing from New York, extremely hate T-Mobile, the coverage is simply terrible",0
"Checking Surface today,  have no idea about its size, it is so so",2
"Making call from New York, kind of like Verizon, the service is simply awesome",3
"Checking iPhone tonight, a little bit dislike the screen, it is really bad",1
"Checking iPhone today, extremely like its size, it is just amazing",4
"Just received Nexus tonight,  have no idea about its size, it is just average",2
"Checking messages from Seattle, sort of dislike Telecom, my coverage is just awful",1
"Just got iPhone today,  have no idea about the size, it is just alright",2
"Playing with iPhone tonight, really like its size, it is just amazing",4
"Just received iPad this morning, kind of dislike the camera, it is really bad",1
"Using Kindle this morning, kind of hate the camera, it is just bad",1
"Browsing from Los Angeles, quite dislike AT&T, the coverage is simply awful",0
"Just received Surface tonight, quite love its size, it is just awesome",4
"Playing with Galaxy today, really love its battery, it is awesome",4
"Making call from Los Angeles, sort of love AT&T, the coverage is really good",3
"Playing with Nexus today, sort of hate the screen, it is terrible",1
"Checking iPhone today, kind of like its size, it is good",3
"Checking Nexus this morning, sort of love the size, it is just amazing",3
"Using iPhone tonight,  have no idea about its size, it is really average",2
"Trying to connect from San Francisco, a little bit like Verizon, my speed is simply good",3
"Playing with iPhone today, kind of like the screen, it is really good",3
"Checking messages from San Francisco, sort of dislike AT&T, the speed is just terrible",1
"Making call from San Francisco, really hate AT&T, my coverage is really awful",0
"Just received Galaxy this morning,  have no idea about the battery, it is okey",2
"Just got Surface tonight,  have no idea about its size, it is just okey",2
"Using Surface this morning, quite hate the size, it is awful",0
"Texting from San Francisco, really hate AT&T, the coverage is simply bad",0
"Just got iPhone this morning, quite dislike its size, it is just awful",0
"Texting from New York,  have no idea about Verizon, the speed is simply alright",2
"Texting from New York, quite like Verizon, my service is simply amazing",4
"Trying to connect from Los Angeles,  have no idea about Vzrieon, my speed is really so so",2
"Browsing from New York, quite like Verizon, my speed is just good",4
"Checking messages from San Francisco, sort of like Verizon, the service is really awesome",3
"Just got Surface this morning,  have no idea about the screen, it is so so",2
"Trying to connect from Los Angeles, really dislike AT&T, the coverage is simply terrible",0
"Browsing from San Diego, quite dislike Sprint, my service is simply awful",0
"Making call from San Francisco, quite love T-Mobile, my service is simply awesome",4
"Just received iPhone tonight, kind of like the screen, it is amazing",3
"Just got Sureacf this morning, sort of hate its screen, it is really terrible",1
"Checking iPhone this morning, sort of love the size, it is amazing",3
"Just got iPhone today, extremely like the screen, it is really good",4
"Checking messages from San Francisco, quite like AT&T, the coverage is really good",4
"Checking Surface this morning, a little bit love its size, it is good",3
"Making call from San Francisco, a little bit like AT&T, my service is just amazing",3
"Making call from San Francisco, a little bit hate T-Mobile, the coverage is really awful",1
"Using Kindle this morning, quite hate the camera, it is terrible",0
"Just got iaad today,  have no idea about the camera, it is just alright",2
"Checking iPhone today,  have no idea about its screen, it is really average",2
"Just received Kindle today, kind of dislike the battery, it is awful",1
"Just got Surface today, extremely dislike the size, it is really awful",0
"Browsing from Irvine, sort of love DTC, my speed is simply good",3
"Just received iPad today, a little bit dislike the battery, it is just bad",1
"Playing with iPad tonight, a little bit love its battery, it is really awesome",3
"Just received Surface tonight,  have no idea about the screen, it is so so",2
"Texting from Vegas, quite love Virgin, my coverage is just good",4
"Just received Surface tonight, quite dislike its screen, it is really bad",0
"Making call from San Francisco, a little bit like AT&T, the coverage is simply good",3
"Just received Galaxy tonight, sort of like its battery, it is just awesome",3
"Just received MotoX today, sort of like the microphone, it is awesome",3
"Using iPhone today, a little bit love the screen, it is good",3
"Browsing from San Francisco, extremely dislike Verizon, the coverage is really terrible",0
"Playing with iPhone today, sort of like the size, it is really good",3
"Checking Surface today, sort of hate the size, it is just bad",1
"Texting from San Francisco,  have no idea about T-Mobile, my speed is simply alright",2
"Just received iPad today,  have no idea about its camera, it is just okey",2
"Texting from San Francisco, a little bit love Verizon, the coverage is really amazing",3
"Using iPad today, extremely dislike the camera, it is awful",0
"Trying to connect from New York,  have no idea about AT&T, the speed is just alright",2
"Just got Nexus tonight, quite like the size, it is really awesome",4
"Playing with iPhone this morning, sort of dislike its size, it is just terrible",1
"Just got Lumia today, extremely hate the resolution, it is really bad",0
"Checking messages from New York, a little bit hate Verizon, the coverage is just awful",1
"Browsing from New York, quite hate Verizon, the service is really awful",0
"Checking iPhone today, sort of like its screen, it is really amazing",3
"Browsing from Miami,  have no idea about miSpot, the service is just average",2
"Checking messages from New York,  have no idea about Verizon, my coverage is simply so so",2
"Making call from San Francisco, sort of love AT&T, my service is just good",3
"Just received Surface tonight, quite like the size, it is really amazing",4
"Texting from New York, sort of like AT&T, the service is just good",3
"Using Surface this morning, really hate its screen, it is really terrible",0
"Just received Nexus tonight, extremely hate the size, it is just bad",0
"Checking Nexus this morning, sort of hate the size, it is terrible",1
"Just received iPhone this morning, a little bit like the size, it is good",3
"Just got iPhone tonight, kind of hate its size, it is just bad",1
"Just got iPhone this morning,  have no idea about its size, it is just okey",2
"Checking messages from Los Angeles,  have no idea about T-Mobile, the coverage is really okey",2
"Browsing from New York, a little bit love AT&T, my service is just awesome",3
"Making call from Newport, a little bit love miSpot, the service is just amazing",3
"Playing with iPhone today,  have no idea about the size, it is just okey",2
"Texting from San Francisco, kind of like T-Mobile, my coverage is just awesome",3
"Using Surface tonight, extremely like the screen, it is amazing",4
"Using iPhone tonight, quite love the size, it is good",4
"Just got Nexus this morning, quite hate the screen, it is bad",0
"Checking Nexus today, quite dislike the size, it is really terrible",0
"Texting from New York, extremely love AT&T, the speed is really awesome",4
"Texting from New York, a little bit hate AT&T, my speed is just awful",1
"Just got iPhone tonight, kind of hate the screen, it is bad",1
"Checking iPhone this morning, quite hate the size, it is really awful",0
"Playing with iPhone this morning, extremely dislike the size, it is just terrible",0
"Checking messages from Los Angeles, sort of like T-Mobile, the coverage is really good",3
"Playing with Surfaca this morning,  have no idea about its size, it is really alright",2
"Texting from San Francisco,  have no idea about AT&T, my coverage is really alright",2
"Using Nexus this morning, kind of hate its screen, it is awful",1
"Trying to connect from Los Angeles, quite love T-Mobile, the speed is really amazing",4
"Texting from New York, kind of hate Verizon, my service is really terrible",1
"Using Kindle today,  have no idea about its battery, it is average",2
"Just got Surface today, quite like its screen, it is just awesome",4
"Playing with Nexus today, a little bit like its size, it is really amazing",3
"Checking Surface today,  have no idea about its screen, it is just okey",2
"Playing with Surface this morning,  have no idea about its screen, it is okey",2
"Texting from San Francisco, extremely hate T-Mobile, my coverage is just bad",0
"Browsing from San Francisco, really like AT&T, the speed is simply good",4
"Just received iPad tonight,  have no idea about its camera, it is really okey",2
"Playing with iPhone this morning, kind of like its size, it is awesome",3
"Just received Nexus tonight,  have no idea about its size, it is okey",2
"Playing with Surface this morning, really dislike the size, it is really bad",0
"Just got Lumia tonight,  have no idea about the resolution, it is okey",2
"Trying to connect from New York, a little bit dislike T-Mobile, my service is simply terrible",1
"Making call from San Diego, a little bit love Sprint, the speed is simply amazing",3
"Texting from Vegas,  have no idea about Sarint, my service is just alright",2
"Making call from New York, extremely hate AT&T, my coverage is just awful",0
"Checking messages from Newport, extremely love miSpot, my service is simply awesome",4
"Just received Nexus this morning, a little bit dislike the screen, it is really bad",1
"Just got Surface this morning, quite hate the size, it is really bad",0
"Trying to connect from Vegas, really like Telecom, my coverage is just amazing",4
"Browsing from New York, really love T-Mobile, the service is just awesome",4
"Browsing from Los Angeles, really dislike AT&T, my speed is simply bad",0
"Using iPhone tonight, kind of hate its screen, it is really awful",1
"Playing with Nexua today,  have no idea about its screen, it is just okey",2
"Making call from Vegas, quite hate Virgin, the speed is just awful",0
"Just got iPhone tonight, a little bit like the size, it is amazing",3
"Just got Surcafe this morning,  have no idea about its screen, it is average",2
"Texting from San Francisco, kind of like AT&T, my speed is just amazing",3
"Trying to connect from Seattle, really dislike Sprint, the speed is just bad",0
"Playing with iPhone tonight, sort of hate its size, it is just terrible",1
"Making call from Los Angeles, kind of love T-Mobile, the coverage is just good",3
"Using Kindle this morning, quite love its battery, it is really good",4
"Just received Surface this morning, extremely love its screen, it is really good",4
"Just received iPhone today, kind of hate its screen, it is just bad",1
"Trying to connect from Vegas, quite love Virgin, my speed is really awesome",4
"Using Nexus this morning, sort of like the screen, it is really good",3
"Checking iPhone this morning,  have no idea about the size, it is just so so",2
"Checking messages from New York,  have no idea about AT&T, the speed is really alright",2
"Trying to connect from Los Angeles,  have no idea about T-Mobile, the service is just okey",2
"Playing with iPhone this morning, quite love its screen, it is just amazing",4
"Playing with Nexus this morning, sort of love the screen, it is just amazing",3
"Just received Kindle today,  have no idea about its camera, it is really average",2
"Browsing from New York, sort of like AT&T, my speed is simply awesome",3
"Browsing from Seattle, a little bit dislike Telecom, the speed is really terrible",1
"Making call from Los Angeles,  have no idea about AT&T, the service is simply alright",2
"Checking messages from San Diego, really dislike Sprint, the speed is just terrible",0
"Making call from Los Angeles, really love AT&T, the service is just awesome",4
"Checking messages from San Francisco, really hate Verizon, the service is really awful",0
"Texting from New York, kind of love AT&a, my speed is just awesome",3
"Checking messages from San Francisco, a little bit hate T-Mobile, my service is simply terrible",1
